timestamp,light_lux,sound_raw,temperature_c,humidity_percent,gas_raw,dust_ugm3,motion
2025-12-01T12:46:31.988111,900.0,10,24.0,39.0,65,0.6,1
2025-12-01T12:46:33.687221,900.0,12,24.0,39.0,66,0.6,1
2025-12-01T12:46:35.322927,900.0,11,24.0,39.0,66,0.6,1
2025-12-01T12:46:37.058017,900.0,3,23.9,39.0,67,0.6,1
2025-12-01T12:46:38.703868,900.0,6,24.0,40.0,66,0.6,1
2025-12-01T12:46:40.390023,900.0,5,24.0,40.0,66,0.6,1
2025-12-01T12:46:42.030736,900.0,3,24.0,40.0,67,0.6,1
2025-12-01T12:46:43.758974,900.0,12,24.0,40.0,67,0.6,1
2025-12-01T12:46:44.775692,900.0,10,24.0,40.0,63,0.6,1
2025-12-01T12:46:46.121178,900.0,3,24.0,40.0,64,0.6,1
2025-12-01T12:46:47.151407,900.0,9,24.0,40.0,67,0.6,0
2025-12-01T12:46:48.788863,900.0,12,24.0,40.0,67,0.6,1
2025-12-01T12:46:50.505833,900.0,8,24.0,40.0,70,0.6,1
2025-12-01T12:46:52.149742,900.0,9,24.0,40.0,66,0.6,1
2025-12-01T12:46:53.841327,900.0,6,24.0,40.0,66,0.6,1
2025-12-01T12:46:55.492033,900.0,3,24.0,40.0,67,0.6,1
2025-12-01T12:46:57.224430,900.0,4,24.0,40.0,65,0.6,1
2025-12-01T12:46:58.877004,900.0,6,24.0,40.0,64,0.6,1
2025-12-01T12:47:00.560045,900.0,3,24.0,40.0,66,0.6,1
2025-12-01T12:47:02.276968,900.0,4,24.0,40.0,66,0.6,1
2025-12-01T12:47:03.940316,900.0,7,24.0,40.0,66,0.6,1
2025-12-01T12:47:05.568530,900.0,11,24.0,40.0,66,0.6,1
2025-12-01T12:47:07.261647,900.0,8,24.0,40.0,65,0.6,1
2025-12-01T12:47:08.895748,900.0,7,24.0,40.0,66,0.6,1
2025-12-01T12:47:10.621887,900.0,3,24.0,40.0,67,0.6,1
2025-12-01T12:47:12.279620,900.0,3,24.0,39.0,65,0.6,1
2025-12-01T12:47:13.960391,900.0,9,24.0,39.0,66,0.6,1
2025-12-01T12:47:15.601522,900.0,5,24.0,40.0,66,0.6,1
2025-12-01T12:47:17.332233,900.0,11,24.0,40.0,67,0.6,1
2025-12-01T12:47:19.320291,900.0,12,23.9,39.0,70,0.6,1
2025-12-01T12:47:20.659128,900.0,6,24.0,39.0,65,0.6,0
2025-12-01T12:47:22.300510,900.0,8,24.0,39.0,66,0.6,1
2025-12-01T12:47:24.025056,900.0,6,23.9,39.0,65,0.6,1
2025-12-01T12:47:25.671359,900.0,10,23.9,39.0,66,0.6,1
2025-12-01T12:47:27.361314,900.0,4,23.9,39.0,66,0.6,1
2025-12-01T12:47:29.011679,900.0,13,24.0,39.0,66,0.6,0
2025-12-01T12:47:30.736398,900.0,3,24.0,39.0,65,0.6,0
2025-12-01T12:47:32.376801,900.0,3,23.9,39.0,66,0.6,0
2025-12-01T12:47:34.064477,900.0,19,23.9,39.0,66,0.6,1
2025-12-01T12:47:35.706236,900.0,3,23.9,39.0,66,0.6,1
2025-12-01T12:47:37.429392,900.0,6,23.9,39.0,65,0.6,1
2025-12-01T12:47:39.088055,900.0,3,23.9,39.0,65,0.6,1
2025-12-01T12:47:40.757339,900.0,2,23.9,39.0,65,0.6,1
2025-12-01T12:47:42.405774,900.0,7,23.9,39.0,63,0.6,1
2025-12-01T12:47:44.140562,900.0,4,23.9,39.0,65,0.6,1
2025-12-01T12:47:45.778321,900.0,11,23.9,39.0,65,0.6,1
2025-12-01T12:47:47.473629,900.0,4,23.9,39.0,66,0.6,1
2025-12-01T12:47:49.128268,900.0,4,23.9,40.0,67,0.6,1
2025-12-01T12:47:50.843244,900.0,2,23.9,40.0,66,0.6,1
2025-12-01T12:47:52.492324,900.0,4,23.9,40.0,65,0.6,1
2025-12-01T12:47:54.183516,900.0,4,23.9,40.0,67,0.6,1
2025-12-01T12:47:55.812009,900.0,10,23.9,40.0,67,0.6,1
2025-12-01T12:47:57.550748,900.0,9,23.9,40.0,68,0.6,0
2025-12-01T12:47:59.187997,900.0,10,23.9,40.0,67,0.6,1
2025-12-01T12:48:00.869093,900.0,9,23.9,40.0,66,0.6,1
2025-12-01T12:48:01.970029,900.0,5,23.9,41.0,67,0.6,0
2025-12-01T12:48:03.243054,900.0,5,23.9,41.0,66,0.6,0
2025-12-01T12:48:04.429719,900.0,3,23.9,41.0,67,0.6,0
2025-12-01T12:48:05.866681,900.0,3,23.9,40.0,67,0.6,0
2025-12-01T12:48:07.571588,900.0,5,24.0,40.0,66,0.6,0
2025-12-01T12:48:09.202500,900.0,3,23.9,41.0,66,14.5,0
2025-12-01T12:48:10.935769,900.0,9,23.9,41.0,66,14.5,0
2025-12-01T12:48:12.569676,900.0,5,23.9,40.0,64,14.5,0
2025-12-01T12:48:14.238386,900.0,6,24.0,40.0,66,14.5,0
2025-12-01T12:48:15.892990,900.0,12,23.9,40.0,66,14.5,1
2025-12-01T12:48:17.622400,900.0,9,23.9,40.0,66,14.5,1
2025-12-01T12:48:19.247766,900.0,11,23.9,40.0,65,14.5,0
2025-12-01T12:48:20.935204,900.0,9,23.9,40.0,66,14.5,1
2025-12-01T12:48:21.943354,900.0,8,23.9,40.0,69,14.5,1
2025-12-01T12:48:23.293791,900.0,3,23.9,40.0,65,14.5,1
2025-12-01T12:48:24.323514,900.0,3,23.9,40.0,65,14.5,1
2025-12-01T12:48:25.980187,900.0,7,23.9,40.0,63,14.5,1
2025-12-01T12:48:27.657655,900.0,5,23.9,40.0,65,14.5,1
2025-12-01T12:48:29.295325,900.0,5,24.0,39.0,65,14.5,1
2025-12-01T12:48:31.025252,900.0,6,23.9,39.0,65,14.5,1
2025-12-01T12:48:32.679059,900.0,4,23.9,39.0,65,14.5,1
2025-12-01T12:48:34.378269,900.0,12,23.9,39.0,64,14.5,1
2025-12-01T12:48:36.016928,900.0,9,23.9,39.0,65,14.5,1
2025-12-01T12:48:37.743179,900.0,3,23.9,39.0,65,14.5,1
2025-12-01T12:48:39.397089,900.0,10,23.9,39.0,65,0.6,1
2025-12-01T12:48:41.077592,900.0,4,23.9,39.0,63,0.6,1
2025-12-01T12:48:42.721026,900.0,3,23.9,39.0,65,0.6,1
2025-12-01T12:48:44.449721,900.0,3,23.9,39.0,65,0.6,1
2025-12-01T12:48:46.094092,900.0,2,23.9,39.0,65,0.6,0
2025-12-01T12:48:47.134409,900.0,9,23.9,39.0,65,0.6,0
2025-12-01T12:48:48.487150,900.0,5,23.9,39.0,68,0.6,0
2025-12-01T12:48:49.592918,900.0,8,23.9,39.0,65,0.6,0
2025-12-01T12:48:51.144133,900.0,5,23.9,39.0,64,0.6,0
2025-12-01T12:48:52.149715,900.0,6,23.9,39.0,67,0.6,0
2025-12-01T12:48:53.499266,900.0,8,23.9,39.0,63,0.6,0
2025-12-01T12:48:54.525118,900.0,7,23.9,39.0,65,0.6,0
2025-12-01T12:48:56.095606,900.0,9,23.9,39.0,64,0.6,1
2025-12-01T12:48:57.827659,900.0,7,23.9,39.0,64,0.6,1
2025-12-01T12:48:59.480547,900.0,3,23.9,39.0,64,0.6,1
2025-12-01T12:49:01.173573,900.0,6,23.9,39.0,69,0.6,1
2025-12-01T12:49:02.182618,900.0,4,23.9,39.0,65,0.6,1
2025-12-01T12:49:03.531085,900.0,10,23.9,39.0,65,0.6,1
2025-12-01T12:49:04.534993,900.0,4,23.9,39.0,64,0.6,1
2025-12-01T12:49:06.200679,900.0,11,23.9,39.0,75,0.6,1
2025-12-01T12:49:07.305916,900.0,6,23.9,39.0,65,0.6,1
2025-12-01T12:49:08.616889,900.0,8,23.9,39.0,68,0.6,1
2025-12-01T12:49:09.642572,900.0,6,23.9,39.0,65,0.6,1
2025-12-01T12:49:11.265030,900.0,7,23.9,39.0,64,0.6,1
2025-12-01T12:49:12.907983,900.0,10,23.9,39.0,64,0.6,0
2025-12-01T12:49:14.589819,900.0,10,23.9,39.0,65,0.6,0
2025-12-01T12:49:15.605143,900.0,5,23.9,39.0,64,0.6,0
2025-12-01T12:49:16.935313,900.0,4,23.9,39.0,65,0.6,0
2025-12-01T12:49:18.024512,900.0,2,23.9,39.0,64,0.6,1
2025-12-01T12:49:19.603227,900.0,8,23.9,39.0,65,0.6,1
2025-12-01T12:49:20.620586,900.0,2,23.9,39.0,64,0.6,1
2025-12-01T12:49:21.995685,900.0,4,23.9,39.0,67,0.6,1
2025-12-01T12:49:23.181316,900.0,7,23.9,39.0,64,0.6,0
2025-12-01T12:49:24.658388,900.0,11,23.9,39.0,65,0.6,0
2025-12-01T12:49:26.821998,900.0,5,23.9,39.0,67,0.6,0
2025-12-01T12:49:27.985701,900.0,9,23.9,39.0,64,0.6,0
2025-12-01T12:49:29.621762,900.0,2,23.9,39.0,63,0.6,0
2025-12-01T12:49:31.352151,900.0,4,23.9,39.0,64,0.6,0
2025-12-01T12:49:32.986326,900.0,9,23.9,39.0,64,0.6,1
2025-12-01T12:49:34.667531,900.0,4,23.9,39.0,66,0.6,1
2025-12-01T12:49:36.327632,900.0,9,23.9,39.0,66,0.6,1
2025-12-01T12:49:38.042259,900.0,11,23.9,39.0,64,0.6,1
2025-12-01T12:49:39.692843,900.0,12,23.9,39.0,63,2.4,1
2025-12-01T12:49:41.377996,900.0,11,23.9,39.0,64,2.4,1
2025-12-01T12:49:43.028652,900.0,4,23.9,39.0,64,2.4,1
2025-12-01T12:49:44.746260,900.0,5,23.9,39.0,64,2.4,0
2025-12-01T12:49:46.387065,900.0,4,23.9,39.0,57,2.4,0
2025-12-01T12:49:48.073023,900.0,10,23.9,39.0,64,2.4,0
2025-12-01T12:49:49.085612,900.0,8,23.9,39.0,67,2.4,0
2025-12-01T12:49:50.412043,900.0,4,23.9,39.0,64,2.4,0
2025-12-01T12:49:51.433981,900.0,7,23.9,39.0,62,2.4,0
2025-12-01T12:49:53.076587,900.0,6,23.9,39.0,64,2.4,0
2025-12-01T12:49:54.203250,900.0,8,23.9,39.0,62,2.4,0
2025-12-01T12:49:55.515875,900.0,9,23.9,39.0,63,2.4,0
2025-12-01T12:49:56.683702,900.0,6,23.9,39.0,63,2.4,0
2025-12-01T12:49:58.178464,900.0,4,23.9,39.0,64,2.4,0
2025-12-01T12:49:59.812039,900.0,3,23.9,39.0,63,2.4,1
2025-12-01T12:50:01.503864,900.0,7,23.9,39.0,63,2.4,1
2025-12-01T12:50:03.151258,900.0,4,23.9,39.0,64,2.4,1
2025-12-01T12:50:04.258416,900.0,3,23.9,39.0,62,2.4,0
2025-12-01T12:50:05.592454,900.0,7,23.9,39.0,70,2.4,0
2025-12-01T12:50:06.594679,900.0,9,23.9,39.0,64,2.4,0
2025-12-01T12:50:07.620527,900.0,5,23.9,39.0,64,2.4,0
2025-12-01T12:50:08.896975,900.0,3,23.9,39.0,68,2.4,0
2025-12-01T12:50:09.972193,900.0,4,23.9,39.0,64,19.7,0
2025-12-01T12:50:11.565954,900.0,9,23.9,39.0,63,19.7,0
2025-12-01T12:50:13.199353,900.0,9,23.9,39.0,61,19.7,0
2025-12-01T12:50:14.884284,900.0,3,23.9,39.0,62,19.7,0
2025-12-01T12:50:16.525893,900.0,15,23.9,39.0,63,19.7,0
2025-12-01T12:50:17.960354,900.0,5,23.8,39.0,65,19.7,0
2025-12-01T12:50:19.000610,900.0,6,23.8,39.0,67,19.7,0
2025-12-01T12:50:20.011268,900.0,3,23.8,39.0,63,19.7,0
2025-12-01T12:50:21.588300,900.0,8,23.8,39.0,64,19.7,0
2025-12-01T12:50:23.226947,900.0,3,23.9,39.0,63,19.7,0
2025-12-01T12:50:24.955735,900.0,4,23.8,39.0,63,19.7,0
2025-12-01T12:50:26.629319,900.0,6,23.8,39.0,64,19.7,0
2025-12-01T12:50:28.346535,900.0,11,23.9,39.0,63,19.7,0
2025-12-01T12:50:29.930614,900.0,3,23.8,39.0,63,19.7,0
2025-12-01T12:50:31.667696,900.0,11,23.8,39.0,63,19.7,0
2025-12-01T12:50:33.295039,900.0,3,23.9,39.0,61,19.7,0
2025-12-01T12:50:34.990436,900.0,4,23.9,39.0,63,19.7,0
2025-12-01T12:50:36.620886,900.0,5,23.8,39.0,63,19.7,0
2025-12-01T12:50:37.621139,900.0,7,23.9,39.0,64,19.7,0
2025-12-01T12:50:38.649766,900.0,4,23.9,39.0,68,19.7,1
2025-12-01T12:50:39.993478,900.0,3,23.9,39.0,64,0.6,1
2025-12-01T12:50:41.681339,900.0,9,23.9,39.0,61,0.6,1
2025-12-01T12:50:43.318649,900.0,10,23.8,39.0,61,0.6,0
2025-12-01T12:50:45.048585,900.0,2,23.8,39.0,64,0.6,0
2025-12-01T12:50:46.716945,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:50:48.359117,900.0,8,23.8,39.0,63,0.6,0
2025-12-01T12:50:49.998935,900.0,4,23.9,39.0,63,0.6,0
2025-12-01T12:50:51.722960,900.0,5,23.9,39.0,63,0.6,0
2025-12-01T12:50:53.368174,900.0,9,23.8,39.0,63,0.6,0
2025-12-01T12:50:55.051601,900.0,2,23.8,39.0,64,0.6,0
2025-12-01T12:50:56.688320,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:50:58.409366,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:51:00.052638,900.0,4,23.9,39.0,63,0.6,0
2025-12-01T12:51:01.744783,900.0,6,23.9,39.0,63,0.6,0
2025-12-01T12:51:03.370540,900.0,5,23.8,39.0,63,0.6,0
2025-12-01T12:51:05.110649,900.0,12,23.8,39.0,63,0.6,0
2025-12-01T12:51:06.188896,900.0,4,23.8,39.0,67,0.6,0
2025-12-01T12:51:07.423638,900.0,12,23.8,39.0,64,0.6,0
2025-12-01T12:51:08.487095,900.0,6,23.8,39.0,63,0.6,0
2025-12-01T12:51:10.061203,900.0,2,23.8,39.0,62,28.3,0
2025-12-01T12:51:11.107460,900.0,5,23.9,39.0,63,28.3,0
2025-12-01T12:51:12.507653,900.0,9,23.8,39.0,67,28.3,0
2025-12-01T12:51:13.566369,900.0,3,23.8,39.0,63,28.3,0
2025-12-01T12:51:15.116625,900.0,3,23.8,39.0,63,28.3,0
2025-12-01T12:51:16.139054,900.0,16,23.8,39.0,61,28.3,0
2025-12-01T12:51:17.458940,900.0,7,23.8,39.0,63,28.3,0
2025-12-01T12:51:18.480118,900.0,11,23.8,39.0,64,28.3,0
2025-12-01T12:51:19.505346,900.0,4,23.8,39.0,66,28.3,0
2025-12-01T12:51:20.845915,900.0,3,23.8,39.0,63,28.3,0
2025-12-01T12:51:21.960502,900.0,5,23.8,39.0,63,28.3,0
2025-12-01T12:51:23.452912,900.0,14,23.8,39.0,63,28.3,0
2025-12-01T12:51:25.184074,900.0,10,23.8,39.0,63,28.3,0
2025-12-01T12:51:26.828229,900.0,3,23.8,39.0,64,28.3,0
2025-12-01T12:51:28.514083,900.0,5,23.8,39.0,63,28.3,0
2025-12-01T12:51:30.148950,900.0,2,23.8,39.0,61,28.3,0
2025-12-01T12:51:31.872999,900.0,3,23.8,39.0,63,28.3,0
2025-12-01T12:51:33.513893,900.0,3,23.8,39.0,63,28.3,0
2025-12-01T12:51:35.219445,900.0,6,23.8,39.0,63,28.3,0
2025-12-01T12:51:36.263035,900.0,3,23.8,39.0,63,28.3,0
2025-12-01T12:51:37.544701,900.0,6,23.8,39.0,62,28.3,0
2025-12-01T12:51:38.568586,900.0,5,23.8,39.0,62,28.3,0
2025-12-01T12:51:40.211337,900.0,12,23.8,39.0,63,16.2,0
2025-12-01T12:51:41.893502,900.0,6,23.8,39.0,61,16.2,0
2025-12-01T12:51:43.531032,900.0,14,23.8,39.0,63,16.2,0
2025-12-01T12:51:45.257360,900.0,8,23.8,39.0,63,16.2,0
2025-12-01T12:51:46.902156,900.0,5,23.8,39.0,63,16.2,0
2025-12-01T12:51:48.593521,900.0,4,23.8,39.0,63,16.2,0
2025-12-01T12:51:50.230034,900.0,6,23.8,39.0,63,16.2,0
2025-12-01T12:51:51.955561,900.0,3,23.8,39.0,63,16.2,0
2025-12-01T12:51:53.594576,900.0,3,23.8,39.0,65,16.2,0
2025-12-01T12:51:54.628577,900.0,10,23.8,39.0,63,16.2,0
2025-12-01T12:51:57.330129,900.0,6,23.8,39.0,63,16.2,0
2025-12-01T12:51:58.649944,900.0,4,23.8,39.0,73,16.2,1
2025-12-01T12:52:00.298767,900.0,6,23.8,39.0,63,16.2,0
2025-12-01T12:52:01.394122,900.0,4,23.8,39.0,63,16.2,0
2025-12-01T12:52:02.677766,900.0,9,23.8,39.0,63,16.2,0
2025-12-01T12:52:03.683276,900.0,6,23.8,39.0,62,16.2,0
2025-12-01T12:52:05.347854,900.0,12,23.8,39.0,61,16.2,0
2025-12-01T12:52:06.988521,900.0,6,23.8,39.0,64,16.2,0
2025-12-01T12:52:08.672799,900.0,8,23.8,39.0,64,16.2,0
2025-12-01T12:52:10.312932,900.0,6,23.8,39.0,63,0.6,0
2025-12-01T12:52:12.039197,900.0,6,23.8,39.0,65,0.6,0
2025-12-01T12:52:13.685599,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:52:15.208652,900.0,4,23.8,39.0,62,0.6,0
2025-12-01T12:52:16.231733,900.0,8,23.8,39.0,67,0.6,0
2025-12-01T12:52:17.466486,900.0,14,23.8,39.0,65,0.6,1
2025-12-01T12:52:18.733407,900.0,4,23.8,39.0,63,0.6,1
2025-12-01T12:52:20.377872,900.0,9,23.8,39.0,64,0.6,0
2025-12-01T12:52:22.058733,900.0,13,23.8,39.0,63,0.6,0
2025-12-01T12:52:23.697195,900.0,6,23.8,39.0,63,0.6,0
2025-12-01T12:52:25.145885,900.0,5,23.8,39.0,64,0.6,1
2025-12-01T12:52:26.154403,900.0,6,23.8,39.0,61,0.6,1
2025-12-01T12:52:27.289285,900.0,5,23.8,39.0,64,0.6,1
2025-12-01T12:52:28.766797,900.0,9,23.8,39.0,64,0.6,1
2025-12-01T12:52:30.407337,900.0,13,23.8,39.0,64,0.6,1
2025-12-01T12:52:32.130606,900.0,7,23.8,39.0,63,0.6,0
2025-12-01T12:52:33.767891,900.0,4,23.8,39.0,61,0.6,0
2025-12-01T12:52:35.458063,900.0,6,23.8,39.0,66,0.6,0
2025-12-01T12:52:37.085807,900.0,3,23.8,39.0,64,0.6,0
2025-12-01T12:52:38.820534,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:52:40.446487,900.0,10,23.8,39.0,63,0.6,0
2025-12-01T12:52:42.127723,900.0,7,23.8,39.0,64,0.6,0
2025-12-01T12:52:43.769805,900.0,10,23.8,39.0,63,0.6,0
2025-12-01T12:52:45.494331,900.0,3,23.8,39.0,64,0.6,0
2025-12-01T12:52:47.145083,900.0,5,23.8,39.0,64,0.6,0
2025-12-01T12:52:48.873281,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:52:50.512341,900.0,4,23.8,39.0,64,0.6,0
2025-12-01T12:52:52.232412,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:52:53.864912,900.0,10,23.8,39.0,63,0.6,0
2025-12-01T12:52:55.550555,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:52:57.188507,900.0,4,23.8,39.0,64,0.6,0
2025-12-01T12:52:58.914554,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:00.551012,900.0,3,23.8,39.0,62,0.6,0
2025-12-01T12:53:01.693523,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:02.935152,900.0,11,23.8,39.0,68,0.6,0
2025-12-01T12:53:03.996340,900.0,4,23.8,39.0,66,0.6,0
2025-12-01T12:53:05.597647,900.0,3,23.8,39.0,65,0.6,0
2025-12-01T12:53:06.611717,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:07.740633,900.0,5,23.8,39.0,64,0.6,0
2025-12-01T12:53:08.957166,900.0,14,23.8,39.0,63,0.6,0
2025-12-01T12:53:10.595993,900.0,11,23.8,39.0,65,0.6,0
2025-12-01T12:53:12.296852,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:13.370454,900.0,10,23.8,39.0,63,0.6,1
2025-12-01T12:53:14.597741,900.0,3,23.8,39.0,63,0.6,1
2025-12-01T12:53:15.623287,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:17.258249,900.0,7,23.8,39.0,63,0.6,1
2025-12-01T12:53:18.283078,900.0,9,23.8,39.0,60,0.6,1
2025-12-01T12:53:19.306118,900.0,3,23.8,39.0,70,0.6,0
2025-12-01T12:53:20.629142,900.0,7,23.8,39.0,63,0.6,0
2025-12-01T12:53:21.878495,900.0,6,23.8,39.0,64,0.6,0
2025-12-01T12:53:23.005745,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:24.019750,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:25.682222,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:27.324171,900.0,5,23.8,39.0,63,0.6,0
2025-12-01T12:53:29.007506,900.0,2,23.8,39.0,63,0.6,0
2025-12-01T12:53:30.648160,900.0,5,23.8,39.0,64,0.6,0
2025-12-01T12:53:32.373667,900.0,7,23.8,39.0,63,0.6,0
2025-12-01T12:53:34.022410,900.0,15,23.8,39.0,65,0.6,0
2025-12-01T12:53:35.755308,900.0,4,23.8,39.0,65,0.6,0
2025-12-01T12:53:37.394899,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:53:39.158464,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:53:40.758290,900.0,3,23.8,39.0,64,1573.7,0
2025-12-01T12:53:41.837634,900.0,4,23.8,39.0,63,1573.7,0
2025-12-01T12:53:43.153506,900.0,2,23.8,39.0,68,1573.7,0
2025-12-01T12:53:44.197642,900.0,6,23.8,39.0,65,1573.7,0
2025-12-01T12:53:45.819831,900.0,3,23.8,39.0,63,1573.7,0
2025-12-01T12:53:47.469341,900.0,5,23.8,39.0,64,1573.7,0
2025-12-01T12:53:49.160610,900.0,2,23.8,39.0,64,1573.7,0
2025-12-01T12:53:50.232917,900.0,20,23.8,39.0,69,1573.7,0
2025-12-01T12:53:51.509915,900.0,2,23.8,39.0,63,1573.7,0
2025-12-01T12:53:52.533623,900.0,11,23.8,39.0,64,1573.7,0
2025-12-01T12:53:53.612888,900.0,2,23.8,39.0,63,1573.7,0
2025-12-01T12:53:54.894492,900.0,4,23.8,39.0,61,1573.7,0
2025-12-01T12:53:55.922129,900.0,4,23.8,39.0,62,1573.7,0
2025-12-01T12:53:57.506029,900.0,7,23.8,39.0,64,1573.7,0
2025-12-01T12:53:59.238679,900.0,3,23.8,39.0,63,1573.7,0
2025-12-01T12:54:00.890322,900.0,11,23.8,39.0,64,1573.7,0
2025-12-01T12:54:02.608682,900.0,6,23.8,39.0,65,1573.7,0
2025-12-01T12:54:04.215463,900.0,10,23.8,39.0,63,1573.7,0
2025-12-01T12:54:05.949250,900.0,6,23.8,39.0,61,1573.7,0
2025-12-01T12:54:07.620818,900.0,5,23.8,39.0,63,1573.7,0
2025-12-01T12:54:09.279368,900.0,4,23.8,39.0,64,1573.7,0
2025-12-01T12:54:10.952100,900.0,3,23.8,39.0,64,0.6,0
2025-12-01T12:54:12.676189,900.0,7,23.8,39.0,66,0.6,0
2025-12-01T12:54:13.787613,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:54:15.031483,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:54:16.262518,900.0,19,23.8,39.0,63,0.6,0
2025-12-01T12:54:17.636962,900.0,8,23.8,39.0,64,0.6,0
2025-12-01T12:54:19.364073,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:54:21.001822,900.0,5,23.8,39.0,63,0.6,0
2025-12-01T12:54:22.091836,900.0,13,23.8,39.0,62,0.6,0
2025-12-01T12:54:23.385518,900.0,4,23.8,39.0,67,0.6,0
2025-12-01T12:54:24.445838,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:54:26.059631,900.0,4,23.8,39.0,62,0.6,0
2025-12-01T12:54:27.654268,900.0,7,23.8,39.0,63,0.6,0
2025-12-01T12:54:29.397027,900.0,4,23.8,39.0,65,0.6,0
2025-12-01T12:54:31.037540,900.0,4,23.8,39.0,63,0.6,0
2025-12-01T12:54:32.759701,900.0,12,23.8,39.0,63,0.6,0
2025-12-01T12:54:34.398984,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:54:36.082960,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:54:37.134600,900.0,5,23.8,39.0,63,0.6,0
2025-12-01T12:54:38.472404,900.0,3,23.8,39.0,63,0.6,0
2025-12-01T12:54:39.499080,900.0,6,23.8,39.0,63,0.6,0
2025-12-01T12:54:41.125524,900.0,18,23.8,39.0,63,2.4,0
2025-12-01T12:54:42.849935,900.0,2,23.8,39.0,63,2.4,0
2025-12-01T12:54:44.467081,900.0,8,23.8,39.0,66,2.4,0
2025-12-01T12:54:46.192357,900.0,6,23.8,39.0,63,2.4,0
2025-12-01T12:54:47.830030,900.0,4,23.8,39.0,63,2.4,0
2025-12-01T12:54:49.520891,900.0,7,23.8,39.0,64,2.4,0
2025-12-01T12:54:51.326745,900.0,10,23.8,39.0,66,2.4,0
2025-12-01T12:54:52.876808,900.0,7,23.8,39.0,62,2.4,0
2025-12-01T12:54:54.520823,900.0,4,23.8,39.0,62,2.4,0
2025-12-01T12:54:56.209588,900.0,5,23.8,39.0,62,2.4,0
